,filename,fold,target,primary_label,paths,destination,durations
0,lesred1/200064.wav,3,0,lesred1,200064.wav,/datasets/xeno_canto/491/200064.wav,12.721
1,lesred1/602099.wav,5,0,lesred1,602099.wav,/datasets/xeno_canto/491/602099.wav,7.569125
2,lesred1/692818.wav,1,0,lesred1,692818.wav,/datasets/xeno_canto/491/692818.wav,22.105438
3,lesred1/118730.wav,4,0,lesred1,118730.wav,/datasets/xeno_canto/491/118730.wav,46.992
4,lesred1/77423.wav,5,0,lesred1,77423.wav,/datasets/xeno_canto/491/77423.wav,36.179625
5,lesred1/611057.wav,2,0,lesred1,611057.wav,/datasets/xeno_canto/491/611057.wav,81.319188
6,lesred1/692817.wav,4,0,lesred1,692817.wav,/datasets/xeno_canto/491/692817.wav,19.783438
7,lesred1/39336.wav,5,0,lesred1,39336.wav,/datasets/xeno_canto/491/39336.wav,9.717563
8,lesred1/77421.wav,3,0,lesred1,77421.wav,/datasets/xeno_canto/491/77421.wav,26.514313
9,lesred1/142998.wav,2,0,lesred1,142998.wav,/datasets/xeno_canto/491/142998.wav,9.867375
10,lesred1/603468.wav,2,0,lesred1,603468.wav,/datasets/xeno_canto/491/603468.wav,6.01725
11,lesred1/695320.wav,2,0,lesred1,695320.wav,/datasets/xeno_canto/491/695320.wav,31.3435
12,lesred1/692816.wav,5,0,lesred1,692816.wav,/datasets/xeno_canto/491/692816.wav,15.192
13,lesred1/55413.wav,5,0,lesred1,55413.wav,/datasets/xeno_canto/491/55413.wav,29.897
14,lesred1/69801.wav,3,0,lesred1,69801.wav,/datasets/xeno_canto/491/69801.wav,6.99525
15,lesred1/601948.wav,3,0,lesred1,601948.wav,/datasets/xeno_canto/491/601948.wav,26.468625
16,lesred1/692815.wav,2,0,lesred1,692815.wav,/datasets/xeno_canto/491/692815.wav,23.856125
17,lesred1/692823.wav,5,0,lesred1,692823.wav,/datasets/xeno_canto/491/692823.wav,19.040375
18,lesred1/682670.wav,1,0,lesred1,682670.wav,/datasets/xeno_canto/491/682670.wav,16.103188
19,lesred1/49752.wav,2,0,lesred1,49752.wav,/datasets/xeno_canto/491/49752.wav,17.789375
20,lesred1/692814.wav,5,0,lesred1,692814.wav,/datasets/xeno_canto/491/692814.wav,24.659625
21,lesred1/692822.wav,2,0,lesred1,692822.wav,/datasets/xeno_canto/491/692822.wav,21.687438
22,lesred1/601947.wav,4,0,lesred1,601947.wav,/datasets/xeno_canto/491/601947.wav,9.667063
23,lesred1/598186.wav,1,0,lesred1,598186.wav,/datasets/xeno_canto/491/598186.wav,10.688063
24,lesred1/639800.wav,5,0,lesred1,639800.wav,/datasets/xeno_canto/491/639800.wav,12.68175
25,lesred1/26308.wav,2,0,lesred1,26308.wav,/datasets/xeno_canto/491/26308.wav,15.41225
26,lesred1/692813.wav,5,0,lesred1,692813.wav,/datasets/xeno_canto/491/692813.wav,24.659625
27,lesred1/692821.wav,4,0,lesred1,692821.wav,/datasets/xeno_canto/491/692821.wav,10.309688
28,lesred1/595860.wav,4,0,lesred1,595860.wav,/datasets/xeno_canto/491/595860.wav,14.112
29,lesred1/600665.wav,4,0,lesred1,600665.wav,/datasets/xeno_canto/491/600665.wav,10.0445
30,lesred1/638991.wav,3,0,lesred1,638991.wav,/datasets/xeno_canto/491/638991.wav,14.00425
31,lesred1/26244.wav,2,0,lesred1,26244.wav,/datasets/xeno_canto/491/26244.wav,14.053875
32,lesred1/597448.wav,5,0,lesred1,597448.wav,/datasets/xeno_canto/491/597448.wav,28.016
33,lesred1/692370.wav,4,0,lesred1,692370.wav,/datasets/xeno_canto/491/692370.wav,30.81925
34,lesred1/594385.wav,2,0,lesred1,594385.wav,/datasets/xeno_canto/491/594385.wav,10.680563
35,lesred1/692812.wav,5,0,lesred1,692812.wav,/datasets/xeno_canto/491/692812.wav,22.476938
36,lesred1/638990.wav,5,0,lesred1,638990.wav,/datasets/xeno_canto/491/638990.wav,10.509813
37,lesred1/693050.wav,2,0,lesred1,693050.wav,/datasets/xeno_canto/491/693050.wav,18.271875
38,lesred1/692811.wav,3,0,lesred1,692811.wav,/datasets/xeno_canto/491/692811.wav,23.941563
39,lesred1/597283.wav,1,0,lesred1,597283.wav,/datasets/xeno_canto/491/597283.wav,6.672
40,lesred1/594383.wav,5,0,lesred1,594383.wav,/datasets/xeno_canto/491/594383.wav,22.2475
41,lesred1/683437.wav,2,0,lesred1,683437.wav,/datasets/xeno_canto/491/683437.wav,7.144688
42,lesred1/596948.wav,5,0,lesred1,596948.wav,/datasets/xeno_canto/491/596948.wav,22.792813
43,lesred1/693049.wav,1,0,lesred1,693049.wav,/datasets/xeno_canto/491/693049.wav,9.512188
44,lesred1/650701.wav,1,0,lesred1,650701.wav,/datasets/xeno_canto/491/650701.wav,9.752375
45,lesred1/595041.wav,3,0,lesred1,595041.wav,/datasets/xeno_canto/491/595041.wav,10.495438
46,lesred1/687564.wav,1,0,lesred1,687564.wav,/datasets/xeno_canto/491/687564.wav,45.696875
47,lesred1/692796.wav,5,0,lesred1,692796.wav,/datasets/xeno_canto/491/692796.wav,13.281813
48,lesred1/650560.wav,5,0,lesred1,650560.wav,/datasets/xeno_canto/491/650560.wav,29.4875
49,lesred1/591130.wav,5,0,lesred1,591130.wav,/datasets/xeno_canto/491/591130.wav,33.408
50,lesred1/594960.wav,5,0,lesred1,594960.wav,/datasets/xeno_canto/491/594960.wav,14.103563
51,lesred1/687563.wav,1,0,lesred1,687563.wav,/datasets/xeno_canto/491/687563.wav,10.939188
52,lesred1/684173.wav,5,0,lesred1,684173.wav,/datasets/xeno_canto/491/684173.wav,26.587313
53,lesred1/596087.wav,5,0,lesred1,596087.wav,/datasets/xeno_canto/491/596087.wav,15.648
54,lesred1/593794.wav,4,0,lesred1,593794.wav,/datasets/xeno_canto/491/593794.wav,8.191188
55,lesred1/582269.wav,3,0,lesred1,582269.wav,/datasets/xeno_canto/491/582269.wav,68.011375
56,lesred1/687562.wav,4,0,lesred1,687562.wav,/datasets/xeno_canto/491/687562.wav,14.349938
57,lesred1/650559.wav,2,0,lesred1,650559.wav,/datasets/xeno_canto/491/650559.wav,23.843188
58,lesred1/586780.wav,3,0,lesred1,586780.wav,/datasets/xeno_canto/491/586780.wav,22.8
59,lesred1/684124.wav,2,0,lesred1,684124.wav,/datasets/xeno_canto/491/684124.wav,5.13425
60,lesred1/569422.wav,4,0,lesred1,569422.wav,/datasets/xeno_canto/491/569422.wav,34.745813
61,lesred1/684092.wav,3,0,lesred1,684092.wav,/datasets/xeno_canto/491/684092.wav,15.118938
62,lesred1/650811.wav,5,0,lesred1,650811.wav,/datasets/xeno_canto/491/650811.wav,15.603813
63,lesred1/642177.wav,5,0,lesred1,642177.wav,/datasets/xeno_canto/491/642177.wav,21.689938
64,lesred1/582259.wav,1,0,lesred1,582259.wav,/datasets/xeno_canto/491/582259.wav,14.992813
65,lesred1/569421.wav,1,0,lesred1,569421.wav,/datasets/xeno_canto/491/569421.wav,30.089438
66,lesred1/682838.wav,1,0,lesred1,682838.wav,/datasets/xeno_canto/491/682838.wav,12.31075
67,lesred1/648578.wav,2,0,lesred1,648578.wav,/datasets/xeno_canto/491/648578.wav,26.96825
68,lesred1/641146.wav,5,0,lesred1,641146.wav,/datasets/xeno_canto/491/641146.wav,6.110313
69,lesred1/569420.wav,2,0,lesred1,569420.wav,/datasets/xeno_canto/491/569420.wav,14.781063
70,lesred1/681829.wav,1,0,lesred1,681829.wav,/datasets/xeno_canto/491/681829.wav,10.055188
71,lesred1/569417.wav,4,0,lesred1,569417.wav,/datasets/xeno_canto/491/569417.wav,12.851688
72,lesred1/646274.wav,1,0,lesred1,646274.wav,/datasets/xeno_canto/491/646274.wav,32.355813
73,lesred1/639799.wav,4,0,lesred1,639799.wav,/datasets/xeno_canto/491/639799.wav,49.719938
74,lesred1/569419.wav,5,0,lesred1,569419.wav,/datasets/xeno_canto/491/569419.wav,23.408438
75,lesred1/680117.wav,1,0,lesred1,680117.wav,/datasets/xeno_canto/491/680117.wav,13.474313
76,lesred1/546533.wav,3,0,lesred1,546533.wav,/datasets/xeno_canto/491/546533.wav,5.449563
77,lesred1/569416.wav,2,0,lesred1,569416.wav,/datasets/xeno_canto/491/569416.wav,24.88875
78,lesred1/638785.wav,4,0,lesred1,638785.wav,/datasets/xeno_canto/491/638785.wav,77.193938
79,lesred1/569418.wav,2,0,lesred1,569418.wav,/datasets/xeno_canto/491/569418.wav,9.521125
80,lesred1/639798.wav,3,0,lesred1,639798.wav,/datasets/xeno_canto/491/639798.wav,58.8515
81,lesred1/505391.wav,5,0,lesred1,505391.wav,/datasets/xeno_canto/491/505391.wav,7.4295
82,lesred1/535753.wav,4,0,lesred1,535753.wav,/datasets/xeno_canto/491/535753.wav,8.411438
83,lesred1/569414.wav,3,0,lesred1,569414.wav,/datasets/xeno_canto/491/569414.wav,8.369938
84,lesred1/638992.wav,2,0,lesred1,638992.wav,/datasets/xeno_canto/491/638992.wav,9.412688
85,lesred1/470684.wav,2,0,lesred1,470684.wav,/datasets/xeno_canto/491/470684.wav,13.22375
86,lesred1/637920.wav,5,0,lesred1,637920.wav,/datasets/xeno_canto/491/637920.wav,8.5
87,lesred1/627539.wav,2,0,lesred1,627539.wav,/datasets/xeno_canto/491/627539.wav,8.551875
88,lesred1/562680.wav,3,0,lesred1,562680.wav,/datasets/xeno_canto/491/562680.wav,13.457625
89,lesred1/323033.wav,4,0,lesred1,323033.wav,/datasets/xeno_canto/491/323033.wav,45.30375
90,lesred1/627534.wav,3,0,lesred1,627534.wav,/datasets/xeno_canto/491/627534.wav,21.738938
91,lesred1/642179.wav,4,0,lesred1,642179.wav,/datasets/xeno_canto/491/642179.wav,11.576563
92,lesred1/627538.wav,5,0,lesred1,627538.wav,/datasets/xeno_canto/491/627538.wav,13.0745
93,lesred1/642178.wav,5,0,lesred1,642178.wav,/datasets/xeno_canto/491/642178.wav,56.76225
94,lesred1/597755.wav,5,0,lesred1,597755.wav,/datasets/xeno_canto/491/597755.wav,13.015
95,lesred1/626651.wav,1,0,lesred1,626651.wav,/datasets/xeno_canto/491/626651.wav,12.985125
96,lesred1/627536.wav,5,0,lesred1,627536.wav,/datasets/xeno_canto/491/627536.wav,22.658313
97,lesred1/524860.wav,5,0,lesred1,524860.wav,/datasets/xeno_canto/491/524860.wav,10.583875
98,lesred1/535754.wav,1,0,lesred1,535754.wav,/datasets/xeno_canto/491/535754.wav,8.350438
99,lesred1/590995.wav,4,0,lesred1,590995.wav,/datasets/xeno_canto/491/590995.wav,10.79925
100,lesred1/620926.wav,4,0,lesred1,620926.wav,/datasets/xeno_canto/491/620926.wav,16.353563
101,lesred1/524858.wav,4,0,lesred1,524858.wav,/datasets/xeno_canto/491/524858.wav,9.790813
102,lesred1/524620.wav,4,0,lesred1,524620.wav,/datasets/xeno_canto/491/524620.wav,50.592
103,lesred1/627535.wav,3,0,lesred1,627535.wav,/datasets/xeno_canto/491/627535.wav,19.262938
104,lesred1/443698.wav,3,0,lesred1,443698.wav,/datasets/xeno_canto/491/443698.wav,16.465
105,lesred1/447665.wav,1,0,lesred1,447665.wav,/datasets/xeno_canto/491/447665.wav,21.394313
106,lesred1/632506.wav,3,0,lesred1,632506.wav,/datasets/xeno_canto/491/632506.wav,7.032
107,lesred1/619018.wav,2,0,lesred1,619018.wav,/datasets/xeno_canto/491/619018.wav,52.391563
108,lesred1/443697.wav,3,0,lesred1,443697.wav,/datasets/xeno_canto/491/443697.wav,33.457
109,lesred1/626653.wav,4,0,lesred1,626653.wav,/datasets/xeno_canto/491/626653.wav,16.764563
110,lesred1/632505.wav,5,0,lesred1,632505.wav,/datasets/xeno_canto/491/632505.wav,15.0
111,lesred1/412908.wav,2,0,lesred1,412908.wav,/datasets/xeno_canto/491/412908.wav,26.096313
112,lesred1/489224.wav,1,0,lesred1,489224.wav,/datasets/xeno_canto/491/489224.wav,18.07675
113,lesred1/482789.wav,1,0,lesred1,482789.wav,/datasets/xeno_canto/491/482789.wav,11.67675
114,lesred1/443696.wav,5,0,lesred1,443696.wav,/datasets/xeno_canto/491/443696.wav,10.081
115,lesred1/626621.wav,5,0,lesred1,626621.wav,/datasets/xeno_canto/491/626621.wav,7.243375
116,lesred1/619010.wav,2,0,lesred1,619010.wav,/datasets/xeno_canto/491/619010.wav,7.981313
117,lesred1/619732.wav,5,0,lesred1,619732.wav,/datasets/xeno_canto/491/619732.wav,24.247813
118,lesred1/435238.wav,1,0,lesred1,435238.wav,/datasets/xeno_canto/491/435238.wav,10.9725
119,lesred1/626619.wav,4,0,lesred1,626619.wav,/datasets/xeno_canto/491/626619.wav,7.981375
120,lesred1/619008.wav,5,0,lesred1,619008.wav,/datasets/xeno_canto/491/619008.wav,29.859375
121,lesred1/393812.wav,4,0,lesred1,393812.wav,/datasets/xeno_canto/491/393812.wav,23.133375
122,lesred1/619015.wav,5,0,lesred1,619015.wav,/datasets/xeno_canto/491/619015.wav,28.71625
123,lesred1/619730.wav,5,0,lesred1,619730.wav,/datasets/xeno_canto/491/619730.wav,17.703188
124,lesred1/619007.wav,2,0,lesred1,619007.wav,/datasets/xeno_canto/491/619007.wav,93.10975
125,lesred1/379859.wav,5,0,lesred1,379859.wav,/datasets/xeno_canto/491/379859.wav,16.826813
126,lesred1/619017.wav,1,0,lesred1,619017.wav,/datasets/xeno_canto/491/619017.wav,17.506938
127,lesred1/619014.wav,2,0,lesred1,619014.wav,/datasets/xeno_canto/491/619014.wav,16.022625
128,lesred1/379853.wav,1,0,lesred1,379853.wav,/datasets/xeno_canto/491/379853.wav,8.934938
129,lesred1/392786.wav,3,0,lesred1,392786.wav,/datasets/xeno_canto/491/392786.wav,12.303688
130,lesred1/619016.wav,5,0,lesred1,619016.wav,/datasets/xeno_canto/491/619016.wav,34.49175
131,lesred1/392785.wav,4,0,lesred1,392785.wav,/datasets/xeno_canto/491/392785.wav,7.444938
132,lesred1/619013.wav,1,0,lesred1,619013.wav,/datasets/xeno_canto/491/619013.wav,12.917188
133,lesred1/354533.wav,2,0,lesred1,354533.wav,/datasets/xeno_canto/491/354533.wav,22.479813
134,lesred1/392784.wav,4,0,lesred1,392784.wav,/datasets/xeno_canto/491/392784.wav,25.417125
135,lesred1/619012.wav,1,0,lesred1,619012.wav,/datasets/xeno_canto/491/619012.wav,14.298313
136,lesred1/619009.wav,3,0,lesred1,619009.wav,/datasets/xeno_canto/491/619009.wav,28.696
137,lesred1/392783.wav,5,0,lesred1,392783.wav,/datasets/xeno_canto/491/392783.wav,14.576313
138,lesred1/619006.wav,1,0,lesred1,619006.wav,/datasets/xeno_canto/491/619006.wav,55.971063
139,lesred1/619011.wav,1,0,lesred1,619011.wav,/datasets/xeno_canto/491/619011.wav,36.437125
140,lesred1/325247.wav,3,0,lesred1,325247.wav,/datasets/xeno_canto/491/325247.wav,43.606188
141,lesred1/382584.wav,4,0,lesred1,382584.wav,/datasets/xeno_canto/491/382584.wav,32.664
142,lesred1/619001.wav,1,0,lesred1,619001.wav,/datasets/xeno_canto/491/619001.wav,36.10825
143,lesred1/616690.wav,2,0,lesred1,616690.wav,/datasets/xeno_canto/491/616690.wav,9.560688
144,lesred1/619005.wav,5,0,lesred1,619005.wav,/datasets/xeno_canto/491/619005.wav,34.8635
145,lesred1/614844.wav,1,0,lesred1,614844.wav,/datasets/xeno_canto/491/614844.wav,5.801938
146,lesred1/324628.wav,5,0,lesred1,324628.wav,/datasets/xeno_canto/491/324628.wav,20.244938
147,lesred1/330135.wav,3,0,lesred1,330135.wav,/datasets/xeno_canto/491/330135.wav,15.934688
